Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,
334749,Medical treatment,2021,May,Wednesday,16,Rear-end,Multi-Vehicle,153.016839,-27.36390944,Albany Creek Sub-Arterial Rd,Gympie Rd,Albany Creek Sub-Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
334750,Medical treatment,2021,May,Thursday,16,Hit pedestrian,Hit pedestrian,153.03919,-27.35960245,Zillmere Rd,,,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major Cities,Nudgee,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,W,0,0,1,0,1,1,0,0,0,0,1,0
334751,Hospitalisation,2021,May,Thursday,15,Sideswipe,Multi-Vehicle,153.062541,-27.37612245,Sandgate Rd,,Sandgate Sub-Arterial Road,Virginia,Brisbane City,4014,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Northgate - Virginia,Nundah,Brisbane - North,Major Cities,Nudgee,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,1,0,0,1,1,1,0,0,0,0,0
334752,Medical treatment,2021,May,Friday,8,Sideswipe,Multi-Vehicle,153.05264,-27.35216545,Beams Rd,Muller Rd,,Taigum,Brisbane City,4018,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Boondall,Nundah,Brisbane - North,Major Cities,Sandgate,Lilley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,E,0,0,2,1,3,2,0,0,0,0,0,0
334753,Hospitalisation,2021,May,Saturday,8,Hit parked vehicle,Single Vehicle,153.0399238,-27.37489125,Ellison Rd,,,Geebung,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Geebung,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,1,0,0,1,2,0,0,0,0,0,0
334754,Medical treatment,2021,May,Saturday,17,Sideswipe,Multi-Vehicle,153.021519,-27.37208644,Gympie Rd,,Gympie Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,306,Veh'S Same Direction: Lane Change Right,Lane changes,E,0,0,1,0,1,1,1,0,0,0,0,0
334755,Medical treatment,2021,May,Wednesday,14,Hit object,Single Vehicle,153.042147,-27.36762845,Robinson Rd W,,,Geebung,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Geebung,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,700,Off Path-Straight: Other,Other,W,0,0,1,0,1,1,0,0,0,0,0,0
334756,Hospitalisation,2021,May,Thursday,11,Rear-end,Multi-Vehicle,153.021529,-27.38517044,Hamilton Rd,Webster Rd,,Chermside West,Brisbane City,4032,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside West,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,1,0,0,1,1,1,0,0,0,0,0
334757,Hospitalisation,2021,May,Thursday,14,Angle,Multi-Vehicle,153.031123,-27.38783644,Gympie Rd,,Gympie Arterial Road,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,State-controlled,No Roadway Feature,Pedestrian operated lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,E,0,1,0,0,1,1,0,0,0,1,0,0
334758,Hospitalisation,2021,May,Friday,17,Sideswipe,Multi-Vehicle,153.0114991,-27.34304344,Gympie Rd,,Gympie Arterial Road,Carseldine,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Carseldine,Bald Hills - Everton Park,Brisbane - North,Major Cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,1,0,0,1,2,1,0,0,0,0,0
334759,Hospitalisation,2021,May,Sunday,17,Fall from vehicle,Single Vehicle,153.0376751,-27.33298345,Telegraph Rd,,,Fitzgibbon,Brisbane City,4018,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major Cities,Sandgate,Petrie,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,W,0,1,0,0,1,0,1,0,0,0,0,0
334760,Hospitalisation,2021,May,Monday,15,Hit parked vehicle,Single Vehicle,153.015199,-27.37581544,Pie St,,,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside West,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,W,0,1,0,0,1,2,0,0,0,0,0,0
334761,Medical treatment,2021,May,Tuesday,3,Hit object,Single Vehicle,153.0120931,-27.38689385,Maundrell Tce,,,Chermside West,Brisbane City,4032,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside West,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,0,1,0,1,1,0,0,0,0,0,0
334762,Medical treatment,2021,May,Tuesday,15,Hit pedestrian,Hit pedestrian,153.0382102,-27.35939937,Handford Rd,Zillmere Rd,,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major Cities,Nudgee,Lilley,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,W,0,0,1,0,1,1,0,0,0,0,1,0
334763,Medical treatment,2021,May,Wednesday,15,Rear-end,Multi-Vehicle,153.0225002,-27.3848865,Hamilton Rd,Webster Rd,,Chermside,Brisbane City,4032,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,1,0,0,0,1,0,0
334764,Hospitalisation,2021,May,Friday,7,Hit object,Single Vehicle,153.022459,-27.36306844,Rangeview St,Wilmah St,,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Petrie,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,2,0,0,2,1,0,0,0,0,0,0
334765,Medical treatment,2021,May,Friday,7,Angle,Multi-Vehicle,153.033207,-27.39285019,Pilba St,,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,W,0,0,1,0,1,1,1,0,0,0,0,0
334766,Medical treatment,2021,May,Saturday,9,Angle,Multi-Vehicle,153.0399264,-27.35026676,Beams Rd,,,Zillmere,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major Cities,Sandgate,Lilley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,106,Veh'S Adjacent Approach: Left-Right,Intersection from adjacent approaches,N,0,0,1,0,1,2,0,0,0,0,0,0
334767,Minor injury,2021,May,Monday,12,Sideswipe,Multi-Vehicle,153.017272,-27.36228344,Gympie Rd,,Gympie Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,S,0,0,0,1,1,2,0,0,0,0,0,0
334768,Medical treatment,2021,June,Wednesday,19,Angle,Multi-Vehicle,153.049534,-27.36581045,Delta St,Granite St,,Geebung,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Geebung,Chermside,Brisbane - North,Major Cities,Nudgee,Lilley,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,E,0,0,1,0,1,1,0,0,0,1,0,0
334769,Hospitalisation,2021,June,Wednesday,14,Sideswipe,Multi-Vehicle,153.031559,-27.40091745,Gympie Rd,Nundah St,Gympie Arterial Road,Kedron,Brisbane City,4031,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,S,0,1,0,0,1,1,0,0,0,1,0,0
334770,Hospitalisation,2021,June,Thursday,18,Fall from vehicle,Single Vehicle,153.0332506,-27.40199338,Edinburgh Castle Rd,,,Kedron,Brisbane City,4031,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,W,0,1,0,0,1,1,1,0,0,0,0,0
334771,Medical treatment,2021,June,Friday,6,Hit parked vehicle,Single Vehicle,153.041013,-27.36741145,Robinson Rd W,,,Geebung,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major Cities,Aspley,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,0,1,0,1,2,0,0,0,0,0,0
334772,Minor injury,2021,June,Tuesday,16,Rear-end,Multi-Vehicle,153.075644,-27.34198145,Bicentennial Rd,Gateway Arterial Rd,Gateway Arterial Road (Gateway Motorway - North),Boondall,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Boondall,Nundah,Brisbane - North,Major Cities,Nudgee,Lilley,State-controlled,Intersection - Interchange,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,N,0,0,0,1,1,2,0,0,0,0,0,0
334773,Medical treatment,2021,June,Friday,17,Rear-end,Multi-Vehicle,153.026845,-27.38529944,Hamilton Rd,,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
334774,Medical treatment,2021,June,Sunday,15,Rear-end,Multi-Vehicle,153.030528,-27.38451844,Gympie Rd,Westfield Shoppingtown Chermside Access,Gympie Arterial Road,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,2,0,0,0,0,0,0
334775,Medical treatment,2021,June,Monday,19,Fall from vehicle,Single Vehicle,153.062557,-27.37454345,Pritchard Rd,Sandgate Rd,Sandgate Sub-Arterial Road,Virginia,Brisbane City,4014,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Northgate - Virginia,Nundah,Brisbane - North,Major Cities,Nudgee,Lilley,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,707,Off Path-Straight: Right Turn,Off carriageway on straight,E,0,0,1,0,1,0,1,0,0,0,0,0
334776,Minor injury,2021,June,Friday,6,Angle,Multi-Vehicle,153.017082,-27.36519044,Albany Creek Rd,Gympie Rd,Gympie Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,Intersection - T-Junction,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,N,0,0,0,2,2,2,0,0,0,0,0,0
334777,Hospitalisation,2021,June,Monday,12,Hit object,Single Vehicle,153.040925,-27.35986845,Zillmere Rd,,,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major Cities,Nudgee,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
334778,Medical treatment,2021,June,Monday,14,Rear-end,Multi-Vehicle,153.018488,-27.36952644,Gympie Rd,,Gympie Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,W,0,0,1,0,1,3,0,0,0,0,0,0
334779,Minor injury,2021,June,Monday,5,Rear-end,Multi-Vehicle,153.017045,-27.36555644,Gympie Rd,,Gympie Arterial Road,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,0,1,1,2,0,0,0,0,0,0
334780,Medical treatment,2021,June,Friday,17,Rear-end,Multi-Vehicle,153.015976,-27.35518144,Graham Rd,Gympie Rd,Gympie Arterial Road,Carseldine,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Carseldine,Bald Hills - Everton Park,Brisbane - North,Major Cities,Aspley,Petrie,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,3,0,0,0,0,0,0
334781,Hospitalisation,2021,June,Saturday,18,Angle,Multi-Vehicle,153.04277,-27.38766645,Hamilton Rd,Pfingst Rd,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,,0,1,0,1,2,2,0,0,0,0,0,0
334782,Hospitalisation,2021,June,Sunday,0,Hit parked vehicle,Single Vehicle,153.034002,-27.39385145,Rode Rd,,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,E,0,1,0,0,1,2,0,0,0,0,0,0
334783,Medical treatment,2021,June,Tuesday,15,Angle,Multi-Vehicle,153.030621,-27.38475144,Gympie Rd,Westfield Shoppingtown Chermside Access,Gympie Arterial Road,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,S,0,0,1,0,1,2,0,0,0,0,0,0
334784,Medical treatment,2021,June,Tuesday,16,Angle,Multi-Vehicle,153.04242,-27.34124345,Roghan Rd,,,Taigum,Brisbane City,4018,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major Cities,Sandgate,Lilley,Locally-controlled,No Roadway Feature,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,W,0,0,1,0,1,2,0,0,0,0,0,0
334785,Hospitalisation,2021,May,Saturday,9,Fall from vehicle,Single Vehicle,153.2592709,-28.02501447,Beechmont Rd,,Beechmont Road,Lower Beechmont,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Guanaba - Springbrook,Gold Coast Hinterland,Gold Coast,Inner Regional,Mudgeeraba,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Dip,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,E,0,1,0,0,1,0,1,0,0,0,0,0
334786,Hospitalisation,2021,May,Monday,2,Head-on,Multi-Vehicle,153.3507637,-28.02697985,Hinkler Dr,,,Worongary,Gold Coast City,4213,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Worongary - Tallai,Nerang,Gold Coast,Major Cities,Mudgeeraba,Moncrieff,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,N,0,2,0,0,2,1,0,1,0,0,0,0
334787,Hospitalisation,2021,May,Tuesday,7,Head-on,Multi-Vehicle,153.243623,-27.93729347,Guanaba Creek Rd,,,Guanaba,Gold Coast City,4210,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Guanaba - Springbrook,Gold Coast Hinterland,Gold Coast,Major Cities,Theodore,Wright,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,E,0,1,0,0,1,2,0,0,0,0,0,0
334788,Hospitalisation,2021,May,Tuesday,15,Rear-end,Multi-Vehicle,153.3448059,-27.97621248,Pacific Hwy,,Pacific Highway (Pacific Motorway),Gaven,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Pacific Pines - Gaven,Nerang,Gold Coast,Major Cities,Gaven,Fadden,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,N,0,1,0,0,1,4,0,0,0,0,0,0
334789,Hospitalisation,2021,May,Tuesday,17,Rear-end,Multi-Vehicle,153.3433059,-27.95249148,Pacific Hwy,,Pacific Highway (Pacific Motorway),Arundel,Gold Coast City,4214,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Parkwood,Southport,Gold Coast,Major Cities,Gaven,Fadden,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,3,0,0,3,3,0,0,0,0,0,0
334790,Medical treatment,2021,May,Tuesday,17,Rear-end,Multi-Vehicle,153.3424159,-27.91896048,Country Club Dr,Gold Coast Hwy,Gold Coast Highway (Helensvale - Southport),Helensvale,Gold Coast City,4212,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Helensvale,Ormeau - Oxenford,Gold Coast,Major Cities,Theodore,Fadden,State-controlled,Intersection - T-Junction,Operating traffic lights,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
334791,Minor injury,2021,May,Wednesday,10,Angle,Multi-Vehicle,153.3394851,-27.99771909,Station St,,,Nerang,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Nerang - Mount Nathan,Nerang,Gold Coast,Major Cities,Gaven,Moncrieff,Locally-controlled,No Roadway Feature,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,N,0,0,0,1,1,2,0,0,0,0,0,0
334792,Hospitalisation,2021,May,Thursday,12,Rear-end,Multi-Vehicle,153.3403639,-27.99669948,Railway Pde,Spencer Rd,Pacific Highway (Pacific Motorway),Nerang,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Nerang - Mount Nathan,Nerang,Gold Coast,Major Cities,Gaven,Moncrieff,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,S,0,1,0,0,1,1,1,0,0,0,0,0
334793,Medical treatment,2021,May,Friday,8,Rear-end,Multi-Vehicle,153.3471019,-27.96843448,Pacific Hwy,,Pacific Highway (Pacific Motorway),Molendinar,Gold Coast City,4214,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Molendinar,Southport,Gold Coast,Major Cities,Southport,Moncrieff,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,2,0,2,2,0,0,0,0,0,0
